X,Y,Response,,,,,,,,,,,,19.062789917,19.062789917,0,,16.4981498718,16.4981498718,0
594.032348633,199.68637085,13664.0703125,,,428.662506104,427.854644775,0.807861329,,211.41229248,211.368713379,0.043579101,,,113.634933472,110.454139709,3.180793763,,52.3897666931,51.1916694641,1.198097229
370.861480713,200.064804077,14973.109375,,,263.640899658,262.814178467,0.826721191,,192.035140991,191.987808228,0.047332763,,,80.3372192383,77.1070632935,3.2301559448,,53.3061714172,52.3897666931,0.9164047241
277.67855835,201.689941406,15563.2119141,,,577.640930176,576.814208984,0.826721192,,211.368713379,211.321136475,0.047576904,,,98.7504043579,95.4900360107,3.2603683472,,53.6781959534,53.3061714172,0.3720245362
430.67855835,199.689941406,15563.2119141,,,611.872619629,611.043823242,0.828796387,,199.942626953,199.894470215,0.048156738,,,140.193374634,136.588470459,3.604904175,,54.1298484802,53.6781959534,0.4516525268
591.678527832,199.689941406,15563.2119141,,,220.145080566,219.255081177,0.889999389,,187.699645996,187.647872925,0.051773071,,,69.1774291992,65.2921066284,3.8853225708,,54.133026123,54.1298484802,0.0031776428
220.145080566,201.966720581,15941.3476562,,,373.145080566,372.255065918,0.890014648,,189.699645996,189.647872925,0.051773071,,,136.025299072,131.175369263,4.849929809,,54.1813240051,54.133026123,0.0482978821
373.145080566,199.966720581,15941.3476562,,,534.145080566,533.255065918,0.890014648,,187.440734863,187.386657715,0.054077148,,,123.848526001,118.723564148,5.124961853,,54.7955818176,54.1813240051,0.6142578125
534.145080566,199.966720581,15941.3476562,,,277.67855835,276.716583252,0.961975098,,201.862030029,201.803436279,0.05859375,,,151.832443237,146.670272827,5.16217041,,54.8401908875,54.7955818176,0.0446090699
448.726654053,221.798919678,17045.7714844,,,430.67855835,429.716583252,0.961975098,,224.464889526,224.402008057,0.062881469,,,25.3345794678,19.062789917,6.2717895508,,55.9496269226,54.8401908875,1.1094360351
271.649536133,201.713943481,17935.8867188,,,591.678527832,590.716552734,0.961975098,,214.129699707,214.055130005,0.074569702,,,37.4146118164,30.9720973969,6.4425144195,,56.0114059448,55.9496269226,0.0617790222
424.649536133,199.713943481,17935.8867188,,,374.833984375,373.842895508,0.991088867,,222.464889526,222.38734436,0.077545166,,,87.7784576416,80.3372192383,7.4412384033,,60.768119812,56.0114059448,4.7567138672
585.649536133,199.713943481,17935.8867188,,,221.833969116,220.842880249,0.991088867,,184.749908447,184.66734314,0.082565307,,,95.4900360107,87.9992752075,7.4907608032,,61.5777778625,60.768119812,0.8096580505
248.864868164,191.349029541,18470.8808594,,,535.833984375,534.842895508,0.991088867,,185.172805786,185.085037231,0.087768555,,,45.6556053162,37.4146118164,8.2409934998,,61.8083076477,61.5777778625,0.2305297852
401.864868164,189.349029541,18470.8808594,,,303.795440674,302.71496582,1.080474854,,187.172805786,187.085037231,0.087768555,,,56.973400116,48.3244857788,8.6489143372,,61.8083076477,61.8083076477,0
562.864868164,189.349029541,18470.8808594,,,617.795471191,616.71496582,1.080505371,,199.803436279,199.713943481,0.089492798,,,,,,,,,
226.149734497,201.942626953,18548.3828125,,,190.683288574,189.472366333,1.210922241,,201.803436279,201.713943481,0.089492798,,MinX,19.062789917,MinDiffX,0,MinY,16.4981498718,MinDiffY,0
379.149719238,199.942626953,18548.3828125,,,504.683288574,503.472351074,1.2109375,,209.458892822,209.368713379,0.090179443,,MaxX,151.832443237,MaxDiffX,8.6489143372,MaxY,61.8083076477,MaxDiffY,6.3488578797
540.149719238,199.942626953,18548.3828125,,,302.659240723,301.421936035,1.237304688,,213.41229248,213.321136475,0.091156005,,,,,,,,,
297.043823242,179.680175781,19196.5058594,,,616.659240723,615.421936035,1.237304688,,189.440734863,189.349029541,0.091705322,,,,,,,,,
450.043823242,177.680175781,19196.5058594,,,262.814178467,261.498443604,1.315734863,,200.064804077,199.966720581,0.098083496,,,,,,,,,
611.043823242,177.680175781,19196.5058594,,,415.814178467,414.498443604,1.315734863,,190.743942261,190.644088745,0.099853516,,,,,,,,,
412.653747559,199.877349854,20981.1347656,,,576.814208984,575.498474121,1.315734863,,192.743942261,192.644088745,0.099853516,,,,,,,,,
238.178588867,201.894470215,21089.8671875,,,450.043823242,448.726654053,1.317169189,,187.544052124,187.440734863,0.103317261,,,,,,,,,
552.178588867,199.894470215,21089.8671875,,,372.255065918,370.861480713,1.393585205,,189.544052124,189.440734863,0.103317261,,,,,,,,,
248.844863892,189.544052124,21321.2617188,,,417.210479736,415.814178467,1.396301269,,187.647872925,187.544052124,0.103820801,,,,,,,,,
401.844848633,187.544052124,21321.2617188,,,219.255081177,217.848907471,1.406173706,,189.647872925,189.544052124,0.103820801,,,,,,,,,
562.844848633,187.544052124,21321.2617188,,,533.255065918,531.848876953,1.406188965,,207.029602051,206.915435791,0.11416626,,,,,,,,,
248.890274048,190.933563232,21421.3359375,,,537.564758301,536.010925293,1.553833008,,209.029602051,208.915435791,0.11416626,,,,,,,,,
562.890258789,188.933563232,21421.3359375,,,223.564788818,222.010910034,1.553878784,,212.266372681,212.129699707,0.136672974,,,,,,,,,
248.987518311,214.129699707,22852.6230469,,,376.564788818,375.010894775,1.553894043,,209.173233032,209.029602051,0.143630981,,,,,,,,,
401.987518311,212.129699707,22852.6230469,,,550.40447998,548.641540527,1.762939453,,211.321136475,211.173233032,0.147903443,,,,,,,,,
562.987487793,212.129699707,22852.6230469,,,389.404510498,387.641540527,1.762969971,,210.266372681,210.106536865,0.159835816,,,,,,,,,
248.966751099,212.607437134,23152.8398438,,,236.404510498,234.641525269,1.762985229,,210.429382324,210.266372681,0.163009643,,,,,,,,,
562.96673584,210.607437134,23152.8398438,,,238.178588867,236.404510498,1.774078369,,193.293228149,193.12046814,0.172760009,,,,,,,,,
301.421936035,194.035140991,24716.6914062,,,552.178588867,550.40447998,1.774108887,,210.607437134,210.429382324,0.17805481,,,,,,,,,
454.421936035,192.035140991,24716.6914062,,,414.498443604,412.653747559,1.844696045,,191.12046814,190.940841675,0.179626465,,,,,,,,,
615.421936035,192.035140991,24716.6914062,,,305.799713135,303.829284668,1.970428467,,190.933563232,190.743942261,0.189620971,,,,,,,,,
301.362609863,209.029602051,25024.2851562,,,458.799713135,456.829284668,1.970428467,,209.368713379,209.173233032,0.195480347,,,,,,,,,
454.362609863,207.029602051,25024.2851562,,,619.799743652,617.829284668,1.970458984,,185.386657715,185.172805786,0.213851929,,,,,,,,,
615.362609863,207.029602051,25024.2851562,,,273.804016113,271.649536133,2.15447998,,187.386657715,187.172805786,0.213851929,,,,,,,,,
186.90826416,187.386657715,25495.8710938,,,426.804016113,424.649536133,2.15447998,,191.349029541,191.12046814,0.228561401,,,,,,,,,
339.90826416,185.386657715,25495.8710938,,,587.804016113,585.649536133,2.15447998,,208.661865234,208.429382324,0.23248291,,,,,,,,,
500.90826416,185.386657715,25495.8710938,,,344.632720947,342.472351074,2.160369873,,207.692474365,207.458892822,0.233581543,,,,,,,,,
305.799713135,189.440734863,25787.5136719,,,280.032318115,277.67855835,2.353759765,,209.692474365,209.458892822,0.233581543,,,,,,,,,
458.799713135,187.440734863,25787.5136719,,,594.032348633,591.678527832,2.353820801,,211.647567749,211.41229248,0.235275269,,,,,,,,,
619.799743652,187.440734863,25787.5136719,,,456.795440674,454.421936035,2.373504639,,213.647567749,213.41229248,0.235275269,,,,,,,,,
305.881958008,213.647567749,25905.015625,,,342.377838135,339.95916748,2.418670655,,189.987808228,189.738067627,0.249740601,,,,,,,,,
458.881958008,211.647567749,25905.015625,,,503.377838135,500.95916748,2.418670655,,191.987808228,191.738067627,0.249740601,,,,,,,,,
619.881958008,211.647567749,25905.015625,,,189.377838135,186.95916748,2.418670655,,206.915435791,206.661865234,0.253570557,,,,,,,,,
191.632705688,211.173233032,26947.6054688,,,547.56427002,545.119018555,2.445251465,,208.915435791,208.661865234,0.253570557,,,,,,,,,
344.632720947,209.173233032,26947.6054688,,,233.564285278,231.119033813,2.445251465,,190.265625,189.987808228,0.277816772,,,,,,,,,
505.632720947,209.173233032,26947.6054688,,,379.149719238,376.564788818,2.58493042,,185.085037231,184.789108276,0.295928955,,,,,,,,,
191.787719727,193.12046814,27409.3632812,,,226.149734497,223.564788818,2.584945679,,187.085037231,186.789108276,0.295928955,,,,,,,,,
344.787719727,191.12046814,27409.3632812,,,540.149719238,537.564758301,2.584960937,,214.893341064,214.589065552,0.304275512,,,,,,,,,
505.787719727,191.12046814,27409.3632812,,,386.844024658,384.119018555,2.725006103,,216.893341064,216.589065552,0.304275512,,,,,,,,,
303.795440674,211.368713379,27431.6054688,,,241.276519775,238.178588867,3.097930908,,216.055130005,215.746856689,0.308273316,,,,,,,,,
456.795440674,209.368713379,27431.6054688,,,555.276550293,552.178588867,3.097961426,,208.429382324,208.106536865,0.322845459,,,,,,,,,
617.795471191,209.368713379,27431.6054688,,,412.653747559,409.547027588,3.106719971,,212.607437134,212.266372681,0.341064453,,,,,,,,,
190.683288574,212.266372681,27453.3984375,,,615.362609863,611.872619629,3.489990234,,193.12046814,192.743942261,0.376525879,,,,,,,,,
504.683288574,210.266372681,27453.3984375,,,301.362609863,297.043823242,4.318786621,,190.644088745,190.265625,0.378463745,,,,,,,,,
303.829284668,191.738067627,27502.5585938,,,454.362609863,450.043823242,4.318786621,,191.738067627,191.349029541,0.389038086,,,,,,,,,
456.829284668,189.738067627,27502.5585938,,,196.537139893,191.787719727,4.749420166,,208.106536865,207.71472168,0.391815185,,,,,,,,,
617.829284668,189.738067627,27502.5585938,,,394.276519775,389.404510498,4.872009277,,214.055130005,213.647567749,0.407562256,,,,,,,,,
302.71496582,192.644088745,27506.6074219,,,261.498443604,256.547027588,4.951416016,,189.349029541,188.940841675,0.408187866,,,,,,,,,
616.71496582,190.644088745,27506.6074219,,,575.498474121,570.54699707,4.951477051,,210.106536865,209.692474365,0.4140625,,,,,,,,,
302.659240723,210.429382324,27660.6757812,,,231.119033813,226.149734497,4.969299316,,207.458892822,207.029602051,0.429290771,,,,,,,,,
616.659240723,208.429382324,27660.6757812,,,384.119018555,379.149719238,4.969299317,,214.589065552,214.129699707,0.459365845,,,,,,,,,
190.959671021,191.987808228,27766.8984375,,,545.119018555,540.149719238,4.969299317,,212.129699707,211.647567749,0.482131958,,,,,,,,,
504.959686279,189.987808228,27766.8984375,,,448.726654053,443.385192871,5.341461182,,216.589065552,216.055130005,0.533935547,,,,,,,,,
256.547027588,201.803436279,28511.2480469,,,500.90826416,494.428497314,6.479766846,,211.173233032,210.607437134,0.565795898,,,,,,,,,
409.547027588,199.803436279,28511.2480469,,,186.90826416,180.428482056,6.479782104,,188.265625,187.699645996,0.565979004,,,,,,,,,
570.54699707,199.803436279,28511.2480469,,,297.026733398,290.385192871,6.641540527,,182.66734314,182.087432861,0.579910279,,,,,,,,,
189.472366333,190.940841675,28562.7597656,,,611.043823242,604.385192871,6.658630371,,184.66734314,184.087432861,0.579910279,,,,,,,,,
342.472351074,188.940841675,28562.7597656,,,465.72277832,458.881958008,6.840820312,,192.644088745,192.062347412,0.581741333,,,,,,,,,
503.472351074,188.940841675,28562.7597656,,,626.72277832,619.881958008,6.840820312,,222.38734436,221.798919678,0.588424682,,,,,,,,,
241.276519775,201.870315552,28610.4296875,,,312.797180176,305.881958008,6.915222168,,188.933563232,188.265625,0.667938232,,,,,,,,,
394.276519775,199.870315552,28610.4296875,,,271.649536133,264.210479736,7.439056397,,213.321136475,212.607437134,0.713699341,,,,,,,,,
555.276550293,199.870315552,28610.4296875,,,424.649536133,417.210479736,7.439056397,,194.035140991,193.293228149,0.741912842,,,,,,,,,
186.95916748,216.893341064,28859.7050781,,,585.649536133,578.210449219,7.439086914,,217.746856689,216.957946777,0.788909912,,,,,,,,,
339.95916748,214.893341064,28859.7050781,,,256.547027588,249.016937256,7.530090332,,215.746856689,214.893341064,0.853515625,,,,,,,,,
500.95916748,214.893341064,28859.7050781,,,409.547027588,402.016937256,7.530090332,,206.661865234,205.71472168,0.947143554,,,,,,,,,
189.377838135,213.41229248,28876.9492188,,,570.54699707,563.016906738,7.530090332,,218.928878784,217.746856689,1.182022095,,,,,,,,,
342.377838135,211.41229248,28876.9492188,,,562.844848633,555.276550293,7.56829834,,195.293228149,194.062347412,1.230880737,,,,,,,,,
503.377838135,211.41229248,28876.9492188,,,401.844848633,394.276519775,7.568328858,,186.749908447,185.386657715,1.363250732,,,,,,,,,
196.537139893,201.925918579,29168.171875,,,248.844863892,241.276519775,7.568344117,,184.087432861,182.66734314,1.420089721,,,,,,,,,
297.026733398,201.862030029,38708.1796875,,,604.385192871,594.032348633,10.352844238,,201.68637085,200.064804077,1.621566773,,,,,,,,,
611.872619629,199.835494995,38708.1796875,,,290.385192871,280.032318115,10.352874756,,224.402008057,222.464889526,1.937118531,,,,,,,,,
180.428482056,224.464889526,49707.6484375,,,443.385192871,430.67855835,12.706634521,,179.680175781,177.680175781,2,,,,,,,,,
494.428497314,222.464889526,49707.6484375,,,217.848907471,196.537139893,21.311767578,,182.087432861,179.680175781,2.40725708,,,,,,,,,
465.72277832,222.38734436,50672.7109375,,,531.848876953,505.787719727,26.061157226,,221.798919678,218.957946777,2.840972901,,,,,,,,,
626.72277832,222.38734436,50672.7109375,,,370.848907471,344.787719727,26.061187744,,205.71472168,201.966720581,3.748001099,,,,,,,,,
312.797180176,224.402008057,50672.7109375,,,339.90826416,312.797180176,27.111083984,,199.68637085,195.293228149,4.393142701,,,,,,,,,
,,,,,494.428497314,465.72277832,28.705718994,,177.680175781,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,Min X,180.428482056,MinDiffX,0,Min Y,177.680175781,MinDiffY,0,,MinX,19.062789917,MinDiffX,0,MinY,16.4981498718,MinDiffY,0
,,,,Max X,626.72277832,MaxDiffX,27.111083984,Max Y,224.464889526,MaxDiffY,4.393142701,,MaxX,151.832443237,MaxDiffX,8.6489143372,MaxY,61.8083076477,MaxDiffY,6.3488578797
,,,,Width(W),446.294296264,,,Height(H),46.784713745,,,,Width(W),132.76965332,,,Height(H),45.3101577759,,
,,,,,,,,,,,,,,WHRatio,2.9302403663,,,,,
,,,,Number of Objects,3.3614179529,,,,,,,,,,,,,,,
,,,,WHRatio,9.5393187334,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,ImageRatio,3.2554731151,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Number of Features (Query),,,163,,,,,Number of Features (Training),,,86,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,No. Objects(By Features),,>1,,,,,,,
,,,,,,,,,,,Arrangement ,,horizontal,,,,,,,
,,,,,,,,,,,Scaling Factor,,1.032543607,,,,,,,
,,,,,,,,,,,No.Objects(WHRatio),,3.2554731151,,,,,,,
